Project_ID,MP_Name,State,Constituency,Allocated_Ceiling,Work_Type,Vendor,Sanctioned_Amount,Bill_Amount,UC_Amount,Cumulative_Sanctioned,Days_to_Completion,Is_Overrun,Is_Duplicate,Is_Delayed,Has_Doc_Mismatch,Duplicate_Group_ID,Ceiling_Breach,Doc_Amount_Gap_Pct,Vendor_Is_Suspect,Model_Risk_Prob,Risk_Score,Risk_Level,Amount_Ratio
MPLAD-2865,NARAYAN DAS AHIRWAR,Uttar Pradesh,JALAUN(SC),147000000.0,Sports Infrastructure,Vendor_022,7075370.43,7075370.43,9899792.13,35965008.72,195,1,0,0,1,,0,39.9,1,0.9852104740622415,1.0,High,2.36
MPLAD-2866,NARAYAN TATU RANE,Maharashtra,RATNAGIRI-SINDHUDURG,147000000.0,Drinking Water Supply,Vendor_024,3494368.91,3494368.91,3460278.84,3494368.91,108,0,0,0,0,,0,1.0,0,0.12167120236126486,0.122,Low,1.59
MPLAD-2867,NARAYAN TATU RANE,Maharashtra,RATNAGIRI-SINDHUDURG,147000000.0,Sports Infrastructure,Vendor_003,1597981.5,1597981.5,1621654.57,5092350.42,168,0,0,0,0,,0,1.5,0,4.83293114730308e-05,0.0,Low,0.53
MPLAD-2868,NARAYAN TATU RANE,Maharashtra,RATNAGIRI-SINDHUDURG,147000000.0,Solar Street Lighting,Vendor_011,1491558.51,1491558.51,1468407.91,6583908.93,116,0,0,0,0,,0,1.6,0,0.005291920604392846,0.005,Low,0.99
MPLAD-2869,NARAYAN TATU RANE,Maharashtra,RATNAGIRI-SINDHUDURG,147000000.0,Community Hall,Vendor_013,2318921.42,2318921.42,2338896.9,8902830.35,124,0,0,0,0,,0,0.9,0,0.0010950906572436293,0.001,Low,0.83
MPLAD-2870,NARESH CHANDRA UTTAM PATEL,Uttar Pradesh,FATEHPUR,147000000.0,Road Construction,Vendor_014,3880835.16,3880835.16,3904144.42,3880835.16,189,0,1,0,0,DUPGRP-2870,0,0.6,0,0.002051319518854079,0.75,High,1.11
MPLAD-2871,NARESH CHANDRA UTTAM PATEL,Uttar Pradesh,FATEHPUR,147000000.0,Road Construction,Vendor_014,3993124.17,3993124.17,3956916.5,7873959.33,185,0,1,0,0,DUPGRP-2870,0,0.9,0,0.0026928139334258566,0.75,High,1.14
MPLAD-2872,NARESH CHANDRA UTTAM PATEL,Uttar Pradesh,FATEHPUR,147000000.0,Solar Street Lighting,Vendor_020,1158095.23,1158095.23,1140847.33,9032054.56,213,0,0,0,0,,0,1.5,0,0.003458738350021821,0.003,Low,0.77
MPLAD-2873,NARESH CHANDRA UTTAM PATEL,Uttar Pradesh,FATEHPUR,147000000.0,Health Sub-Centre,Vendor_019,2329723.8,2329723.8,2370157.88,11361778.37,254,0,0,0,0,,0,1.7,0,7.93015229148796e-05,0.0,Low,0.55
MPLAD-2874,NARESH GANPAT MHASKE,Maharashtra,THANE,147000000.0,Health Sub-Centre,Vendor_017,11311581.2,11311581.2,11308878.86,11311581.2,218,1,0,0,0,,0,0.0,1,0.9983687715217129,0.998,High,2.69
MPLAD-2875,NARESH GANPAT MHASKE,Maharashtra,THANE,147000000.0,Drinking Water Supply,Vendor_024,2048854.74,2048854.74,2034635.44,13360435.94,197,0,0,0,0,,0,0.7,0,0.0013691107421846412,0.001,Low,0.93
MPLAD-2876,NARESH GANPAT MHASKE,Maharashtra,THANE,147000000.0,Road Construction,Vendor_006,7749875.35,7749875.35,7751709.7,21110311.29,193,1,0,0,0,,0,0.0,0,0.9763997405843274,0.976,High,2.21
MPLAD-2877,NARESH GANPAT MHASKE,Maharashtra,THANE,147000000.0,Health Sub-Centre,Vendor_022,2529342.05,2529342.05,2570583.58,23639653.34,109,0,1,0,0,DUPGRP-2877,0,1.6,1,2.6432139036003024e-05,1.0,High,0.6
MPLAD-2878,NARESH GANPAT MHASKE,Maharashtra,THANE,147000000.0,Health Sub-Centre,Vendor_022,2462138.22,2462138.22,2474810.35,26101791.57,102,0,1,0,0,DUPGRP-2877,0,0.5,1,2.793367470851708e-05,1.0,High,0.59
MPLAD-2879,NARESH GANPAT MHASKE,Maharashtra,THANE,147000000.0,Community Hall,Vendor_017,4369927.84,4369927.84,4355349.32,30471719.41,181,1,0,0,0,,0,0.3,1,0.04853261614325885,0.4,Medium,1.56
MPLAD-2880,NARESH GANPAT MHASKE,Maharashtra,THANE,147000000.0,Sports Infrastructure,Vendor_024,4173229.09,4173229.09,4110537.31,34644948.5,180,0,0,0,0,,0,1.5,0,0.03241541070041192,0.032,Low,1.39
MPLAD-2881,NAVEEN JINDAL,Haryana,KURUKSHETRA,147000000.0,Road Construction,Vendor_017,3473575.39,3473575.39,3438425.85,3473575.39,184,0,0,0,0,,0,1.0,1,0.0007111527322903173,0.4,Medium,0.99
MPLAD-2882,NAVEEN JINDAL,Haryana,KURUKSHETRA,147000000.0,Community Hall,Vendor_013,2594094.09,2594094.09,2553201.45,6067669.48,190,0,0,0,0,,0,1.6,0,0.0006317840241063287,0.001,Low,0.93
MPLAD-2883,NAVEEN JINDAL,Haryana,KURUKSHETRA,147000000.0,Community Hall,Vendor_025,2408738.53,2408738.53,2392300.08,8476408.01,90,0,1,0,0,DUPGRP-2883,0,0.7,0,0.0033613114290188765,0.75,High,0.86
MPLAD-2884,NAVEEN JINDAL,Haryana,KURUKSHETRA,147000000.0,Community Hall,Vendor_025,2383327.99,2383327.99,2382726.52,10859736.0,86,0,1,0,0,DUPGRP-2883,0,0.0,0,0.0035731127590695063,0.75,High,0.85
MPLAD-2885,NAVEEN JINDAL,Haryana,KURUKSHETRA,147000000.0,Drinking Water Supply,Vendor_009,4506187.71,4506187.71,4549847.59,15365923.71,174,1,0,0,0,,0,1.0,0,0.6663576969048512,0.666,High,2.05
MPLAD-2886,NAVEEN JINDAL,Haryana,KURUKSHETRA,147000000.0,School Building,Vendor_018,3394762.3,3394762.3,4698118.36,18760686.01,196,0,0,0,1,,0,38.4,0,1.3609054589512254e-05,0.85,High,0.68
MPLAD-2887,NAVEEN JINDAL,Haryana,KURUKSHETRA,147000000.0,Health Sub-Centre,Vendor_022,2579688.45,2579688.45,2536424.32,21340374.47,111,0,0,0,0,,0,1.7,1,2.7560311577419783e-05,0.4,Medium,0.61
MPLAD-2888,NEERAJ MAURYA,Uttar Pradesh,AONLA,147000000.0,Community Hall,Vendor_012,2285557.77,2285557.77,2289660.19,2285557.77,280,0,0,1,0,,0,0.2,0,0.0010486419151823068,0.001,Low,0.82
MPLAD-2889,NEERAJ MAURYA,Uttar Pradesh,AONLA,147000000.0,Community Hall,Vendor_006,1521855.61,1521855.61,1534075.01,3807413.38,212,0,0,0,0,,0,0.8,0,6.693133036545887e-05,0.0,Low,0.54
MPLAD-2890,NEERAJ MAURYA,Uttar Pradesh,AONLA,147000000.0,Health Sub-Centre,Vendor_017,3589209.26,3589209.26,3645549.24,7396622.64,168,0,0,0,0,,0,1.6,1,0.00014115344114091704,0.4,Medium,0.85
MPLAD-2891,NEERAJ MAURYA,Uttar Pradesh,AONLA,147000000.0,Road Construction,Vendor_014,1362300.02,1362300.02,1339070.62,8758922.66,216,0,0,0,0,,0,1.7,0,1.0372984333337207e-05,0.0,Low,0.39
MPLAD-2892,NEERAJ MAURYA,Uttar Pradesh,AONLA,147000000.0,Health Sub-Centre,Vendor_003,5087517.34,5087517.34,5138645.68,13846440.0,186,0,1,0,0,DUPGRP-2892,0,1.0,0,0.005116373038036808,0.75,High,1.21
MPLAD-2893,NEERAJ MAURYA,Uttar Pradesh,AONLA,147000000.0,Health Sub-Centre,Vendor_004,5276879.57,5276879.57,5177525.15,19123319.57,172,0,1,0,0,DUPGRP-2892,0,1.9,1,0.006819828934393015,1.0,High,1.26
MPLAD-2894,NEERAJ MAURYA,Uttar Pradesh,AONLA,147000000.0,Sports Infrastructure,Vendor_001,2284487.23,2284487.23,2300353.76,21407806.8,177,0,0,0,0,,0,0.7,0,0.00023138248014042623,0.0,Low,0.76
MPLAD-2895,NILESH DNYANDEV LANKE,Maharashtra,AHMEDNAGAR,147000000.0,Solar Street Lighting,Vendor_006,1645986.6,1645986.6,1658915.88,1645986.6,181,0,0,0,0,,0,0.8,0,0.009882439595714432,0.01,Low,1.1
MPLAD-2896,NILESH DNYANDEV LANKE,Maharashtra,AHMEDNAGAR,147000000.0,Drinking Water Supply,Vendor_024,3198965.09,3198965.09,3161880.78,4844951.69,258,0,0,0,0,,0,1.2,0,0.07568943013070692,0.076,Low,1.45
MPLAD-2897,NILESH DNYANDEV LANKE,Maharashtra,AHMEDNAGAR,147000000.0,Sports Infrastructure,Vendor_018,3344776.57,3344776.57,3330134.76,8189728.26,208,0,0,0,0,,0,0.4,0,0.003331542374474601,0.003,Low,1.11
MPLAD-2898,NILESH DNYANDEV LANKE,Maharashtra,AHMEDNAGAR,147000000.0,Drinking Water Supply,Vendor_022,1251888.78,1251888.78,1234447.79,9441617.04,192,0,0,0,0,,0,1.4,1,0.00015794218344089187,0.4,Medium,0.57
MPLAD-2899,NILESH DNYANDEV LANKE,Maharashtra,AHMEDNAGAR,147000000.0,Community Hall,Vendor_021,3446759.76,3446759.76,3515243.63,12888376.8,162,0,1,0,0,DUPGRP-2899,0,2.0,0,0.006517935159652964,0.75,High,1.23
MPLAD-2900,NILESH DNYANDEV LANKE,Maharashtra,AHMEDNAGAR,147000000.0,Community Hall,Vendor_021,3428699.49,3428699.49,3411705.03,16317076.29,163,0,1,0,0,DUPGRP-2899,0,0.5,0,0.006143611194998367,0.75,High,1.22
MPLAD-2901,NILESH DNYANDEV LANKE,Maharashtra,AHMEDNAGAR,147000000.0,Drinking Water Supply,Vendor_023,3630152.58,3630152.58,3604700.89,19947228.87,63,0,0,0,0,,0,0.7,0,0.17879480757711244,0.179,Low,1.65
MPLAD-2902,NILESH DNYANDEV LANKE,Maharashtra,AHMEDNAGAR,147000000.0,Sports Infrastructure,Vendor_022,2886645.21,2886645.21,2870798.12,22833874.08,187,0,0,0,0,,0,0.5,1,0.0010267620542883259,0.4,Medium,0.96
MPLAD-2903,NIMUBEN JAYANTIBHAI BAMBHANIYA,Gujarat,BHAVNAGAR,147000000.0,Drinking Water Supply,Vendor_018,1602688.35,1602688.35,1588670.51,1602688.35,153,0,0,0,0,,0,0.9,0,0.000481239353369042,0.0,Low,0.73
MPLAD-2904,NIMUBEN JAYANTIBHAI BAMBHANIYA,Gujarat,BHAVNAGAR,147000000.0,Sports Infrastructure,Vendor_020,1022396.73,1022396.73,1026251.31,2625085.08,208,0,0,0,0,,0,0.4,0,1.6355870052881312e-05,0.0,Low,0.34
MPLAD-2905,NIMUBEN JAYANTIBHAI BAMBHANIYA,Gujarat,BHAVNAGAR,147000000.0,Health Sub-Centre,Vendor_008,8780943.77,8780943.77,8878681.2,11406028.85,181,1,0,0,0,,0,1.1,0,0.9478885398401782,0.948,High,2.09
MPLAD-2906,NIMUBEN JAYANTIBHAI BAMBHANIYA,Gujarat,BHAVNAGAR,147000000.0,School Building,Vendor_025,2920265.87,2920265.87,2906134.37,14326294.72,148,0,0,0,0,,0,0.5,0,5.614135941462323e-06,0.0,Low,0.58
MPLAD-2907,NIMUBEN JAYANTIBHAI BAMBHANIYA,Gujarat,BHAVNAGAR,147000000.0,Health Sub-Centre,Vendor_006,2889582.81,2889582.81,2857987.8,17215877.53,133,0,0,0,0,,0,1.1,0,3.453092102435522e-05,0.0,Low,0.69
MPLAD-2908,NIMUBEN JAYANTIBHAI BAMBHANIYA,Gujarat,BHAVNAGAR,147000000.0,Sports Infrastructure,Vendor_010,2732996.24,2732996.24,2710102.39,19948873.76,232,0,0,0,0,,0,0.8,0,0.0008166529578325962,0.001,Low,0.91
MPLAD-2909,Nishikant Dubey,Jharkhand,GODDA,147000000.0,Health Sub-Centre,Vendor_004,4633871.51,4633871.51,4624948.28,4633871.51,138,0,0,0,0,,0,0.2,1,0.0012798245608198664,0.4,Medium,1.1
MPLAD-2910,Nishikant Dubey,Jharkhand,GODDA,147000000.0,Road Construction,Vendor_009,3179153.79,3179153.79,3183670.45,7813025.3,178,0,0,0,0,,0,0.1,0,0.0003350697508905613,0.0,Low,0.91
MPLAD-2911,Nishikant Dubey,Jharkhand,GODDA,147000000.0,Drinking Water Supply,Vendor_011,3785281.12,3785281.12,3718095.4,11598306.42,284,0,0,1,0,,0,1.8,0,0.37083834419500183,0.371,Medium,1.72
MPLAD-2912,Nishikant Dubey,Jharkhand,GODDA,147000000.0,Health Sub-Centre,Vendor_015,4451877.38,4451877.38,6033754.45,16050183.8,96,0,0,0,1,,0,35.5,0,0.0012035676767870897,0.835,High,1.06
MPLAD-2913,Nishikant Dubey,Jharkhand,GODDA,147000000.0,School Building,Vendor_004,4951729.15,4951729.15,4895797.2,21001912.96,195,0,0,0,0,,0,1.1,1,0.0003597951430894077,0.4,Medium,0.99
MPLAD-2914,Nishikant Dubey,Jharkhand,GODDA,147000000.0,Health Sub-Centre,Vendor_009,4948161.35,4948161.35,4940639.81,25950074.3,80,0,0,0,0,,0,0.2,0,0.004076741635765943,0.004,Low,1.18
MPLAD-2915,Nishikant Dubey,Jharkhand,GODDA,147000000.0,Drinking Water Supply,Vendor_008,1633751.36,1633751.36,1655534.86,27583825.66,154,0,0,0,0,,0,1.3,0,0.0005157557180619955,0.001,Low,0.74
MPLAD-2916,Nitin Jairam Gadkari,Maharashtra,NAGPUR,168195086.11,School Building,Vendor_011,11998336.37,11998336.37,12125350.58,11998336.37,197,1,0,0,0,,0,1.1,0,0.9967571380322956,0.997,High,2.4
MPLAD-2917,Nitin Jairam Gadkari,Maharashtra,NAGPUR,168195086.11,Health Sub-Centre,Vendor_008,3433979.94,3433979.94,3405058.85,15432316.32,158,0,0,0,0,,0,0.8,0,9.587826381392956e-05,0.0,Low,0.82
MPLAD-2918,Nitin Jairam Gadkari,Maharashtra,NAGPUR,168195086.11,Community Hall,Vendor_008,3787523.91,3787523.91,3809572.45,19219840.23,315,0,0,1,0,,0,0.6,0,0.02719293594551188,0.027,Low,1.35
MPLAD-2919,Nitin Jairam Gadkari,Maharashtra,NAGPUR,168195086.11,Community Hall,Vendor_017,3373059.49,3373059.49,3375359.69,22592899.71,180,0,0,0,0,,0,0.1,1,0.004302128887683611,0.4,Medium,1.2
MPLAD-2920,Nityanand Rai,Bihar,UJJARPUR,147000000.0,Health Sub-Centre,Vendor_004,2930646.8,2930646.8,2958130.08,2930646.8,238,0,0,0,0,,0,0.9,1,0.00013864296244211317,0.4,Medium,0.7
MPLAD-2921,Nityanand Rai,Bihar,UJJARPUR,147000000.0,Drinking Water Supply,Vendor_022,2340038.15,2340038.15,2356190.7,5270684.94,151,0,0,0,0,,0,0.7,1,0.0036668281137349715,0.4,Medium,1.06
MPLAD-2922,Nityanand Rai,Bihar,UJJARPUR,147000000.0,Health Sub-Centre,Vendor_018,2056320.07,2056320.07,2876916.24,7327005.02,268,0,0,0,1,,0,39.9,0,8.334189823399628e-05,0.85,High,0.49
MPLAD-2923,Nityanand Rai,Bihar,UJJARPUR,147000000.0,Road Construction,Vendor_020,4852550.66,4852550.66,4872600.17,12179555.68,130,0,0,0,0,,0,0.4,0,0.029372901814530474,0.029,Low,1.39
MPLAD-2924,Nityanand Rai,Bihar,UJJARPUR,147000000.0,Drinking Water Supply,Vendor_006,2277101.7,2277101.7,2283187.86,14456657.37,212,0,0,0,0,,0,0.3,0,0.002940119674919034,0.003,Low,1.04
MPLAD-2925,Nityanand Rai,Bihar,UJJARPUR,147000000.0,School Building,Vendor_024,4181578.77,4181578.77,4201023.58,18638236.14,208,0,0,0,0,,0,0.5,0,7.640697502707499e-05,0.0,Low,0.84
MPLAD-2926,Nityanand Rai,Bihar,UJJARPUR,147000000.0,Sports Infrastructure,Vendor_017,2838714.57,2838714.57,2872248.34,21476950.71,262,0,0,0,0,,0,1.2,1,0.0013310031605919329,0.4,Medium,0.95
MPLAD-2927,Nityanand Rai,Bihar,UJJARPUR,147000000.0,School Building,Vendor_013,9477625.14,9477625.14,9324952.49,30954575.85,144,1,0,0,0,,0,1.6,0,0.8953620000920718,0.895,High,1.9
MPLAD-2928,Om Birla,Rajasthan,KOTA,163906956.6,School Building,Vendor_007,3197852.97,3197852.97,3215054.87,3197852.97,247,0,0,0,0,,0,0.5,0,2.7888687449393178e-05,0.0,Low,0.64
MPLAD-2929,Om Birla,Rajasthan,KOTA,163906956.6,School Building,Vendor_007,5504444.34,5504444.34,5402322.54,8702297.31,137,0,0,0,0,,0,1.9,0,0.001383837666638359,0.001,Low,1.1
MPLAD-2930,Om Birla,Rajasthan,KOTA,163906956.6,Road Construction,Vendor_019,1896331.41,1896331.41,1918835.83,10598628.72,247,0,1,0,0,DUPGRP-2930,0,1.2,0,5.988011671105763e-05,0.75,High,0.54
MPLAD-2931,Om Birla,Rajasthan,KOTA,163906956.6,Road Construction,Vendor_019,1849607.29,1849607.29,1879644.02,12448236.01,239,0,1,0,0,DUPGRP-2930,0,1.6,0,4.4199365662371166e-05,0.75,High,0.53
MPLAD-2932,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,184758519.11,Sports Infrastructure,Vendor_001,3415490.65,3415490.65,3361120.12,3415490.65,224,0,1,0,0,DUPGRP-2932,0,1.6,0,0.004058804579215568,0.75,High,1.14
MPLAD-2933,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,184758519.11,Sports Infrastructure,Vendor_001,3443132.23,3443132.23,3422463.59,6858622.88,210,0,1,0,0,DUPGRP-2932,0,0.6,0,0.004293751693858696,0.75,High,1.15
MPLAD-2934,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,184758519.11,Health Sub-Centre,Vendor_007,2468086.63,2468086.63,2420308.07,9326709.51,283,0,0,1,0,,0,1.9,0,0.0002504725332099339,0.0,Low,0.59
MPLAD-2935,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,184758519.11,Health Sub-Centre,Vendor_012,11560758.8,11560758.8,11784120.26,20887468.31,126,1,0,0,0,,0,1.9,0,0.9976361115510608,0.998,High,2.75
MPLAD-2936,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,184758519.11,Community Hall,Vendor_012,2370625.83,2370625.83,2394320.37,23258094.14,163,0,0,0,0,,0,1.0,0,0.0005165508630536306,0.001,Low,0.85
MPLAD-2937,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,184758519.11,School Building,Vendor_004,3127004.86,3127004.86,3111804.5,26385099.0,227,0,0,0,0,,0,0.5,1,1.4414941236314508e-05,0.4,Medium,0.63
MPLAD-2938,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,184758519.11,Road Construction,Vendor_018,3422827.46,3422827.46,3416917.66,29807926.46,107,0,0,0,0,,0,0.2,0,0.0012764486576569048,0.001,Low,0.98
MPLAD-2939,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,184758519.11,Health Sub-Centre,Vendor_009,3837839.86,3837839.86,3851618.54,33645766.32,201,0,1,0,0,DUPGRP-2939,0,0.4,0,0.00037407143970667484,0.75,High,0.91
MPLAD-2940,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,184758519.11,Health Sub-Centre,Vendor_006,3726319.84,3726319.84,3675995.03,37372086.16,186,0,1,0,0,DUPGRP-2939,0,1.4,0,0.00023140082759725195,0.75,High,0.89
MPLAD-2941,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,184758519.11,Community Hall,Vendor_022,3200372.4,3200372.4,3137630.16,40572458.56,177,0,1,0,0,DUPGRP-2941,0,2.0,1,0.0029312204697991323,1.0,High,1.14
MPLAD-2942,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,184758519.11,Community Hall,Vendor_022,3158918.49,3158918.49,3208947.48,43731377.06,176,0,1,0,0,DUPGRP-2941,0,1.6,1,0.0026846957566603394,1.0,High,1.13
MPLAD-2943,P C Mohan BANGALORE,Karnataka,CENTRAL,159995711.11,Drinking Water Supply,Vendor_018,1312031.49,1312031.49,1315386.33,1312031.49,197,0,0,0,0,,0,0.3,0,0.0001895430527642947,0.0,Low,0.6
MPLAD-2944,P C Mohan BANGALORE,Karnataka,CENTRAL,159995711.11,Health Sub-Centre,Vendor_020,6131273.92,6131273.92,6136521.0,7443305.41,145,0,0,0,0,,0,0.1,0,0.03997831967209611,0.04,Low,1.46
MPLAD-2945,P C Mohan BANGALORE,Karnataka,CENTRAL,159995711.11,Road Construction,Vendor_005,3574475.44,3574475.44,3618216.92,11017780.85,136,0,0,0,0,,0,1.2,0,0.0010953591114310247,0.001,Low,1.02
MPLAD-2946,P C Mohan BANGALORE,Karnataka,CENTRAL,159995711.11,Community Hall,Vendor_005,3438783.4,3438783.4,3405058.24,14456564.25,183,0,0,0,0,,0,1.0,0,0.004894947008750996,0.005,Low,1.23
MPLAD-2947,P C Mohan BANGALORE,Karnataka,CENTRAL,159995711.11,Drinking Water Supply,Vendor_020,1554166.81,1554166.81,1548485.08,16010731.06,157,0,1,0,0,DUPGRP-2947,0,0.4,0,0.0004033396152321045,0.75,High,0.71
MPLAD-2948,P C Mohan BANGALORE,Karnataka,CENTRAL,159995711.11,Drinking Water Supply,Vendor_020,1597273.27,1597273.27,1597411.27,17608004.32,156,0,1,0,0,DUPGRP-2947,0,0.0,0,0.00045716191313451736,0.75,High,0.73
MPLAD-2949,P C Mohan BANGALORE,Karnataka,CENTRAL,159995711.11,Health Sub-Centre,Vendor_022,8180087.59,8180087.59,8141071.29,25788091.91,228,1,0,0,0,,0,0.5,1,0.8723879103628244,0.872,High,1.95
MPLAD-2950,P C Mohan BANGALORE,Karnataka,CENTRAL,159995711.11,Community Hall,Vendor_014,2770500.97,2770500.97,2777974.59,28558592.88,134,0,0,0,0,,0,0.3,0,0.0022900703753182335,0.002,Low,0.99
MPLAD-2951,Pankaj Chowdhary,Uttar Pradesh,MAHARAJGANJ_UP,147000000.0,Drinking Water Supply,Vendor_015,1829896.58,1829896.58,1820558.52,1829896.58,207,0,0,0,0,,0,0.5,0,0.0008139403839604806,0.001,Low,0.83
MPLAD-2952,Pankaj Chowdhary,Uttar Pradesh,MAHARAJGANJ_UP,147000000.0,School Building,Vendor_020,7123904.47,7123904.47,6990222.45,8953801.05,137,0,0,0,0,,0,1.9,0,0.05548871418017179,0.055,Low,1.42
MPLAD-2953,Pankaj Chowdhary,Uttar Pradesh,MAHARAJGANJ_UP,147000000.0,Sports Infrastructure,Vendor_021,3738646.4,3738646.4,3708156.56,12692447.45,75,0,0,0,0,,0,0.8,0,0.030574755666020012,0.031,Low,1.25
MPLAD-2954,Pankaj Chowdhary,Uttar Pradesh,MAHARAJGANJ_UP,147000000.0,Sports Infrastructure,Vendor_022,4412495.97,4412495.97,4386153.94,17104943.42,171,0,0,0,0,,0,0.6,1,0.06417325386147514,0.4,Medium,1.47
MPLAD-2955,Pankaj Chowdhary,Uttar Pradesh,MAHARAJGANJ_UP,147000000.0,Community Hall,Vendor_003,8078104.73,8078104.73,8000430.23,25183048.15,269,1,0,0,0,,0,1.0,0,0.9810451744635829,0.981,High,2.89
MPLAD-2956,Pankaj Chowdhary,Uttar Pradesh,MAHARAJGANJ_UP,147000000.0,Solar Street Lighting,Vendor_011,1206514.51,1206514.51,1202023.18,26389562.66,199,0,0,0,0,,0,0.4,0,0.003343024356003955,0.003,Low,0.8
MPLAD-2957,Pankaj Chowdhary,Uttar Pradesh,MAHARAJGANJ_UP,147000000.0,School Building,Vendor_004,7794139.53,7794139.53,7736875.07,34183702.18,142,0,0,0,0,,0,0.7,1,0.21069551801755598,0.4,Medium,1.56
MPLAD-2958,Pankaj Chowdhary,Uttar Pradesh,MAHARAJGANJ_UP,147000000.0,Solar Street Lighting,Vendor_015,1351098.63,1351098.63,1325497.19,35534800.82,182,0,0,0,0,,0,1.9,0,0.004219920761055689,0.004,Low,0.9
MPLAD-2959,PARIMAL SUKLABAIDYA,Assam,SILCHAR,148300157.11,Road Construction,Vendor_016,4933035.31,4933035.31,4860027.76,4933035.31,185,0,0,0,0,,0,1.5,0,0.03149645966807061,0.031,Low,1.41
MPLAD-2960,PARIMAL SUKLABAIDYA,Assam,SILCHAR,148300157.11,Drinking Water Supply,Vendor_022,2077533.01,2077533.01,2108126.49,7010568.32,205,0,0,0,0,,0,1.5,1,0.001571303405448772,0.4,Medium,0.94
MPLAD-2961,PARIMAL SUKLABAIDYA,Assam,SILCHAR,148300157.11,Community Hall,Vendor_008,3635510.48,3635510.48,4540372.78,10646078.8,181,0,0,0,1,,0,24.9,0,0.008069153966209979,0.729,High,1.3
MPLAD-2962,PARIMAL SUKLABAIDYA,Assam,SILCHAR,148300157.11,Health Sub-Centre,Vendor_009,3595907.0,3595907.0,3599392.73,14241985.8,197,0,0,0,0,,0,0.1,0,0.0002074364769953629,0.0,Low,0.86
MPLAD-2963,PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,147000000.0,Sports Infrastructure,Vendor_009,7114145.62,7114145.62,7149829.38,7114145.62,98,1,0,0,0,,0,0.5,0,0.9869585130661955,0.987,High,2.37
MPLAD-2964,PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,147000000.0,Health Sub-Centre,Vendor_004,4919752.19,4919752.19,5015678.82,12033897.81,246,0,0,0,0,,0,1.9,1,0.008755169715501871,0.4,Medium,1.17
MPLAD-2965,PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,147000000.0,Health Sub-Centre,Vendor_003,3561488.28,3561488.28,3520865.38,15595386.1,263,0,0,0,0,,0,1.1,0,0.0008553793981580365,0.001,Low,0.85
MPLAD-2966,PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,147000000.0,Road Construction,Vendor_004,935722.24,935722.24,930236.54,16531108.34,199,0,0,0,0,,0,0.6,1,3.6253527522837943e-06,0.4,Medium,0.27
MPLAD-2967,PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,147000000.0,Health Sub-Centre,Vendor_023,5577005.56,5577005.56,5666977.09,22108113.9,252,0,0,0,0,,0,1.6,0,0.03641249398092759,0.036,Low,1.33
MPLAD-2968,PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,147000000.0,Solar Street Lighting,Vendor_025,2372247.77,2372247.77,2359082.91,24480361.68,176,0,0,0,0,,0,0.6,0,0.07895806183609351,0.079,Low,1.58
MPLAD-2969,PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,147000000.0,Drinking Water Supply,Vendor_022,5119798.25,5119798.25,5163926.23,29600159.93,31,1,0,0,0,,0,0.9,1,0.7279209329590801,0.728,High,2.33
MPLAD-2970,PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,147000000.0,Sports Infrastructure,Vendor_020,5328454.72,5328454.72,5251848.41,34928614.65,152,0,0,0,0,,0,1.4,0,0.49566491984375827,0.496,Medium,1.78
MPLAD-2971,PARTHA BHOWMICK,West Bengal,BARRACKPUR,147000000.0,Sports Infrastructure,Vendor_007,3055315.81,3055315.81,2994934.64,3055315.81,348,0,0,1,0,,0,2.0,0,0.004176227007026175,0.004,Low,1.02
MPLAD-2972,PARTHA BHOWMICK,West Bengal,BARRACKPUR,147000000.0,Road Construction,Vendor_002,3969049.59,3969049.59,4032687.26,7024365.4,245,0,0,0,0,,0,1.6,0,0.004465515849724988,0.004,Low,1.13
